id,gcf,number_16s,mean,sd,min,max,total_div
13814,GCF_010231485.1,7,3.33,2.8,0.0,10.0,4.69943277146935
13815,GCF_013146745.1,7,9.9,5.7,0.0,16.0,13.750457863244
13816,GCF_013147165.1,7,10.1,5.9,0.0,18.0,13.9386111335409
13817,GCF_013146765.1,7,9.33,5.27,1.0,15.0,12.7929006947909
13818,GCF_013146805.1,7,10.48,5.4,1.0,17.0,14.5706904998209
13819,GCF_013146785.1,7,11.9,5.88,2.0,23.0,16.6212720912629
13820,GCF_013146845.1,7,10.38,5.71,1.0,18.0,14.3487274518293
13821,GCF_013147065.1,7,10.1,4.97,2.0,18.0,13.9197348954745
13822,GCF_013364115.1,7,3.52,2.54,0.0,9.0,4.75026150988985
13823,GCF_013147185.1,7,9.9,5.25,2.0,16.0,13.750457863244
13824,GCF_013147205.1,7,10.1,5.21,1.0,17.0,13.9386111335409
13825,GCF_013374815.1,7,8.57,4.51,0.0,15.0,11.8840868436607
13826,GCF_013201485.1,7,8.67,4.81,0.0,15.0,11.8691533040324
13827,GCF_013394535.1,7,3.71,1.42,0.0,5.0,5.02119601896128
13828,GCF_013394495.1,7,4.57,2.89,0.0,10.0,6.03143920317558
13829,GCF_013394555.1,7,2.0,1.14,0.0,4.0,2.61504140233259
13830,GCF_014217935.1,7,9.9,5.31,1.0,17.0,13.4946850375578
13831,GCF_015475595.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13832,GCF_014725795.1,7,3.43,2.56,0.0,7.0,4.27252563621202
13833,GCF_016598675.1,6,9.33,3.72,2.0,15.0,11.6044800418031
13834,GCF_016726285.1,7,2.76,1.41,0.0,5.0,3.48610277732991
13835,GCF_022353685.1,7,2.38,2.56,0.0,5.0,2.99134794292629
13836,GCF_019793575.1,7,2.76,1.79,0.0,5.0,3.64134759444904
13837,GCF_022353565.1,7,0.57,0.6,0.0,2.0,0.820232636576818
13838,GCF_022353545.1,7,6.19,2.93,0.0,12.0,7.72087593740909
13839,GCF_022353605.1,7,1.71,2.78,0.0,6.0,2.46069790973045
13840,GCF_022353885.1,7,2.57,3.22,0.0,9.0,4.5112795011725
13841,GCF_022353785.1,7,1.81,1.57,0.0,4.0,2.2895636001594
13842,GCF_022353965.1,7,1.81,1.57,0.0,5.0,2.42688813203574
13843,GCF_022353745.1,7,2.29,2.28,0.0,5.0,3.025157720621
13844,GCF_022354025.1,7,4.29,2.63,0.0,8.0,5.60244664682075
13845,GCF_022354005.1,7,1.81,1.57,0.0,4.0,2.2895636001594
13846,GCF_022353945.1,7,2.57,4.17,0.0,9.0,3.69104686459568
13847,GCF_022354085.1,7,2.48,2.32,0.0,5.0,3.0759864590415
13848,GCF_022354065.1,7,2.48,2.32,0.0,5.0,3.0759864590415
13849,GCF_022354185.1,7,2.0,2.74,0.0,7.0,2.87081422801886
13850,GCF_022354245.1,7,0.0,0.0,0.0,0.0,0.0
13851,GCF_022354205.1,7,3.24,2.32,0.0,6.0,4.20282065972509
13852,GCF_022354225.1,7,2.57,1.89,0.0,5.0,3.16062497515672
13853,GCF_022354305.1,7,0.0,0.0,0.0,0.0,0.0
13854,GCF_022354345.1,7,0.48,0.51,0.0,1.0,0.598269588585257
13855,GCF_022354585.1,7,3.71,2.43,0.0,6.0,4.64488947836759
13856,GCF_022354325.1,7,0.0,0.0,0.0,0.0,0.0
13857,GCF_022354685.1,7,2.0,2.12,0.0,5.0,2.61504140233259
13858,GCF_022354645.1,7,2.0,2.12,0.0,5.0,2.61504140233259
13859,GCF_022354705.1,7,2.67,2.18,0.0,5.0,3.24526349127193
13860,GCF_022494035.1,7,2.38,2.56,0.0,5.0,2.99134794292629
13861,GCF_022494015.1,7,2.38,2.56,0.0,5.0,2.99134794292629
13862,GCF_022493955.1,7,1.43,1.54,0.0,4.0,1.9132570595657
13863,GCF_022493995.1,7,0.86,1.39,0.0,3.0,1.23034895486523
13864,GCF_022494095.1,7,2.86,2.54,0.0,5.0,3.41454052350236
13865,GCF_022494115.1,7,2.38,2.56,0.0,5.0,2.99134794292629
13866,GCF_022494155.1,7,2.38,2.56,0.0,5.0,2.99134794292629
13867,GCF_022494135.1,7,0.0,0.0,0.0,0.0,0.0
13868,GCF_022494175.1,7,1.81,1.57,0.0,4.0,2.2895636001594
13869,GCF_022494415.1,7,2.38,2.56,0.0,5.0,2.99134794292629
13870,GCF_022494355.1,7,2.29,3.7,0.0,8.0,3.28093054630727
13871,GCF_022494435.1,7,3.33,2.08,0.0,7.0,4.28745917584031
13872,GCF_022869845.1,7,0.0,0.0,0.0,0.0,0.0
13873,GCF_023823105.1,7,5.62,3.56,0.0,10.0,8.11025874029045
13874,GCF_022870065.1,7,8.48,5.39,0.0,15.0,11.699876271802
13875,GCF_022494455.1,7,24.52,16.69,4.0,57.0,34.9459105910361
13876,GCF_023204675.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13877,GCF_024732325.1,7,4.29,3.64,0.0,11.0,5.87709571057344
13878,GCF_024732305.1,7,4.29,3.64,0.0,11.0,5.87709571057344
13879,GCF_025908455.1,7,2.38,2.09,0.0,7.0,3.24712076861256
13880,GCF_024732285.1,7,4.29,3.64,0.0,11.0,5.87709571057344
13881,GCF_024732365.1,7,4.29,3.64,0.0,11.0,5.87709571057344
13882,GCF_026016165.1,7,5.43,4.52,0.0,13.0,7.94469626274128
13883,GCF_024732345.1,7,4.29,3.64,0.0,11.0,5.87709571057344
13884,GCF_900659645.1,7,4.1,4.09,0.0,11.0,5.70781867834301
13885,GCF_026016185.1,7,6.19,4.31,0.0,14.0,8.95308216961494
13886,GCF_900659655.1,7,8.67,4.81,0.0,15.0,11.8691533040324
13887,GCF_900659665.1,7,3.52,2.54,0.0,9.0,4.75026150988985
13888,GCF_904066025.1,7,6.29,3.73,0.0,12.0,8.06128727921057
13889,GCF_000262305.1,8,5.79,3.56,0.0,12.0,7.34339029666074
13890,GCF_900635135.1,8,5.79,3.56,0.0,12.0,7.34339029666074
13891,GCF_900636035.1,8,5.79,3.56,0.0,12.0,7.34339029666074
13892,GCF_025914095.1,7,2.57,1.29,0.0,5.0,3.1417487370903
13893,GCF_012109195.1,7,13.57,4.47,7.0,21.0,19.0030768323503
13894,GCF_000225465.1,1,0.0,0.0,0.0,0.0,0.0
13895,GCF_001648115.1,1,0.0,0.0,0.0,0.0,0.0
13896,GCF_000007725.1,1,0.0,0.0,0.0,0.0,0.0
13897,GCF_000021065.1,1,0.0,0.0,0.0,0.0,0.0
13898,GCF_000007365.1,1,0.0,0.0,0.0,0.0,0.0
13899,GCF_000521565.1,1,0.0,0.0,0.0,0.0,0.0
13900,GCF_000183285.1,1,0.0,0.0,0.0,0.0,0.0
13901,GCF_000009605.1,1,0.0,0.0,0.0,0.0,0.0
13902,GCF_000021085.1,1,0.0,0.0,0.0,0.0,0.0
13903,GCF_000521545.1,1,0.0,0.0,0.0,0.0,0.0
13904,GCF_000217635.1,1,0.0,0.0,0.0,0.0,0.0
13905,GCF_000090965.1,1,0.0,0.0,0.0,0.0,0.0
13906,GCF_000521525.1,1,0.0,0.0,0.0,0.0,0.0
13907,GCF_000225445.1,1,0.0,0.0,0.0,0.0,0.0
13908,GCF_000521585.1,1,0.0,0.0,0.0,0.0,0.0
13909,GCF_001280225.1,1,0.0,0.0,0.0,0.0,0.0
13910,GCF_003096055.1,1,0.0,0.0,0.0,0.0,0.0
13911,GCF_001700895.1,1,0.0,0.0,0.0,0.0,0.0
13912,GCF_003099975.1,1,0.0,0.0,0.0,0.0,0.0
13913,GCF_024205245.1,1,0.0,0.0,0.0,0.0,0.0
13914,GCF_005082585.1,1,0.0,0.0,0.0,0.0,0.0
13915,GCF_003671935.1,1,0.0,0.0,0.0,0.0,0.0
13916,GCF_005080705.1,1,0.0,0.0,0.0,0.0,0.0
13917,GCF_024029895.1,1,0.0,0.0,0.0,0.0,0.0
13918,GCF_005080965.1,1,0.0,0.0,0.0,0.0,0.0
13919,GCF_023208175.1,1,0.0,0.0,0.0,0.0,0.0
13920,GCF_005081445.1,1,0.0,0.0,0.0,0.0,0.0
13921,GCF_013394915.1,1,0.0,0.0,0.0,0.0,0.0
13922,GCF_005080865.1,1,0.0,0.0,0.0,0.0,0.0
13923,GCF_005082145.1,1,0.0,0.0,0.0,0.0,0.0
13924,GCF_005083845.1,1,0.0,0.0,0.0,0.0,0.0
13925,GCF_005237295.1,1,0.0,0.0,0.0,0.0,0.0
13926,GCF_011035165.1,1,0.0,0.0,0.0,0.0,0.0
13927,GCF_006741185.1,1,0.0,0.0,0.0,0.0,0.0
13928,GCF_024029855.1,1,0.0,0.0,0.0,0.0,0.0
13929,GCF_013487785.1,1,0.0,0.0,0.0,0.0,0.0
13930,GCF_900016785.1,1,0.0,0.0,0.0,0.0,0.0
13931,GCF_900128725.1,1,0.0,0.0,0.0,0.0,0.0
13932,GCF_900128595.1,1,0.0,0.0,0.0,0.0,0.0
13933,GCF_900128735.1,1,0.0,0.0,0.0,0.0,0.0
13934,GCF_009738185.1,7,4.14,2.43,0.0,7.0,5.82325300660721
13935,GCF_004551645.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13936,GCF_000026185.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13937,GCF_000027205.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13938,GCF_002803865.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13939,GCF_001517405.1,7,2.0,1.34,0.0,3.0,2.18085346823907
13940,GCF_000027265.1,7,0.57,0.6,0.0,2.0,0.820232636576818
13941,GCF_000091565.1,7,4.43,2.64,1.0,9.0,5.6868844275545
13942,GCF_000196615.1,7,0.76,0.62,0.0,2.0,1.00838590687367
13943,GCF_002952315.1,7,7.43,11.5,0.0,26.0,10.6630242754986
13944,GCF_008728215.1,7,0.0,0.0,0.0,0.0,0.0
13945,GCF_012980825.1,7,5.05,2.58,1.0,9.0,6.19885895806538
13946,GCF_003485445.1,7,1.9,0.94,0.0,4.0,2.37420211627461
13947,GCF_000165815.1,7,11.24,7.67,3.0,26.0,17.9347012148311
13948,GCF_012980765.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13949,GCF_012980785.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13950,GCF_012980805.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13951,GCF_012980845.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13952,GCF_013375015.1,7,5.05,2.64,1.0,9.0,6.19885895806538
13953,GCF_015650045.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13954,GCF_021365535.1,6,0.87,0.83,0.0,2.0,1.08707537716112
13955,GCF_021365505.1,6,0.33,0.49,0.0,1.0,0.450561208866305
13956,GCF_018409035.1,7,6.57,3.59,0.0,12.0,7.9221054699936
13957,GCF_018326345.1,7,8.24,3.48,2.0,13.0,10.2454788478477
13958,GCF_017815635.1,7,3.24,1.81,0.0,6.0,4.06549612784875
13959,GCF_016446415.2,7,7.24,4.01,0.0,12.0,9.03980610682765
13960,GCF_017161545.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13961,GCF_018141005.1,7,2.29,2.03,0.0,4.0,2.73163241880189
13962,GCF_017161565.1,7,4.76,2.61,1.0,9.0,5.78874263977697
13963,GCF_018326325.1,7,5.52,4.0,0.0,11.0,6.93445307852698
13964,GCF_019844095.1,7,2.0,0.89,0.0,3.0,2.59616516426617
13965,GCF_020342335.1,7,5.52,5.42,0.0,15.0,7.36530291222244
13966,GCF_020683125.1,7,1.43,1.08,0.0,3.0,1.79480876575577
13967,GCF_021365465.1,6,0.0,0.0,0.0,0.0,0.0
13968,GCF_023612655.1,7,5.05,2.58,1.0,9.0,6.19885895806538
13969,GCF_021365485.1,6,0.33,0.49,0.0,1.0,0.450561208866305
13970,GCF_023612675.1,7,5.05,2.67,1.0,10.0,6.19885895806538
13971,GCF_023612695.1,7,5.33,2.67,2.0,9.0,6.60897527635379
13972,GCF_023612755.1,7,5.33,2.69,1.0,10.0,6.60897527635379
13973,GCF_023612715.1,7,5.05,2.67,1.0,9.0,6.19885895806538
13974,GCF_023612795.1,7,5.24,2.55,2.0,9.0,6.38701222836223
13975,GCF_025402895.1,7,8.38,7.4,0.0,26.0,11.7222389207928
13976,GCF_025987805.1,7,3.9,2.57,0.0,7.0,4.69571821678809
13977,GCF_025158995.1,7,5.81,7.08,0.0,18.0,8.03119205619712
13978,GCF_024397315.1,7,0.0,0.0,0.0,0.0,0.0
13979,GCF_023612775.1,7,5.33,2.69,1.0,10.0,6.60897527635379
13980,GCF_025987825.1,7,3.9,2.57,0.0,7.0,4.69571821678809
13981,GCF_025159015.1,7,5.62,7.51,0.0,18.0,7.98036331777662
13982,GCF_027557715.1,7,5.52,2.79,1.0,10.0,6.79712854665063
13983,GCF_027570015.1,7,4.57,4.06,0.0,8.0,5.46326483760377
13984,GCF_027920325.1,7,2.29,1.31,0.0,4.0,2.73163241880189
13985,GCF_002953195.1,7,3.81,2.46,0.0,8.0,4.74840423254922
13986,GCF_002953215.1,7,2.0,0.89,0.0,3.0,2.61504140233259
13987,GCF_009914055.1,7,6.1,3.75,0.0,12.0,8.04821101692291
13988,GCF_009914075.1,7,5.29,4.69,0.0,16.0,7.54632600308521
13989,GCF_023517775.1,7,0.0,0.0,0.0,0.0,0.0
13990,GCF_000025405.2,7,8.67,6.13,0.0,19.0,11.4816277784917
13991,GCF_001543055.1,7,6.9,4.94,0.0,14.0,8.99886614969886
13992,GCF_000270125.2,7,6.38,3.79,0.0,12.0,8.47720357327774
13993,GCF_002224585.2,7,4.19,2.58,0.0,7.0,5.39935983689561
13994,GCF_000148935.1,7,8.29,4.64,0.0,14.0,10.4780312662665
13995,GCF_000283875.1,7,1.14,1.39,0.0,4.0,1.64046527315364
13996,GCF_000175935.2,7,7.24,3.21,2.0,12.0,9.68867629007655
13997,GCF_001558735.2,7,2.19,2.23,0.0,6.0,3.05896749831571
13998,GCF_000233595.1,7,0.95,1.02,0.0,2.0,1.19653917717051
13999,GCF_000759475.1,7,2.86,2.29,0.0,7.0,3.96383865100774
14000,GCF_002952035.2,7,1.14,1.01,0.0,2.0,1.36581620940094
14001,GCF_001506165.1,7,1.14,0.79,0.0,3.0,1.50314074127729
14002,GCF_001709315.1,7,7.05,5.55,0.0,15.0,8.87052907459723
14003,GCF_002101395.1,7,2.48,1.12,0.0,4.0,3.05711022097508
14004,GCF_002082215.1,7,2.67,1.56,0.0,5.0,3.51991255502462
14005,GCF_003032455.1,7,4.57,1.72,2.0,9.0,6.16876373505192
14006,GCF_003203695.1,7,0.95,1.02,0.0,2.0,1.19653917717051
14007,GCF_003704305.1,7,8.05,7.57,0.0,20.0,10.9148818111222
14008,GCF_004028255.1,7,7.33,4.78,0.0,14.0,9.39909368669556
14009,GCF_003860325.1,7,1.05,1.24,0.0,3.0,1.41850222516208
14010,GCF_005281435.1,7,2.48,1.17,1.0,5.0,3.19443475285143
14011,GCF_004136415.1,7,5.71,4.05,0.0,15.0,7.67190447632921
14012,GCF_004117135.1,7,5.71,4.05,0.0,15.0,7.67190447632921
14013,GCF_017474015.1,7,7.71,4.5,0.0,14.0,9.44412244933731
14014,GCF_007833795.1,7,0.76,0.83,0.0,2.0,1.00838590687367
14015,GCF_004792415.1,7,10.38,5.71,1.0,21.0,13.2953127823139
14016,GCF_009362975.1,7,3.71,1.74,0.0,7.0,4.66376571643401
14017,GCF_009646115.1,7,16.14,6.97,4.0,27.0,21.3186468500102
14018,GCF_007981265.1,7,1.24,1.04,0.0,3.0,1.60665549545892
14019,GCF_009762725.1,7,8.33,4.73,0.0,15.0,10.4623971375027
14020,GCF_011044475.1,7,48.76,50.93,10.0,131.0,70.0141573575695
14021,GCF_013364135.1,7,4.86,4.77,0.0,11.0,6.20465893384413
14022,GCF_014495885.1,7,0.57,0.93,0.0,2.0,0.820232636576818
14023,GCF_016598655.1,7,0.0,0.0,0.0,0.0,0.0
14024,GCF_015654165.1,7,0.57,0.6,0.0,2.0,0.820232636576818
14025,GCF_017474165.1,7,6.19,3.61,0.0,11.0,8.37183154175547
14026,GCF_019048385.1,7,7.52,4.46,0.0,15.0,10.0679695762847
14027,GCF_019720835.1,7,4.29,6.1,0.0,14.0,6.01442024244979
14028,GCF_019880205.1,7,1.43,1.54,0.0,3.0,1.79480876575577
14029,GCF_019890975.1,7,0.0,0.0,0.0,0.0,0.0
14030,GCF_019890955.1,7,0.0,0.0,0.0,0.0,0.0
14031,GCF_022220865.1,7,0.57,0.6,0.0,2.0,0.820232636576818
14032,GCF_022394795.1,7,1.38,1.43,0.0,4.0,2.02666059503904
14033,GCF_020079945.1,7,2.76,1.37,0.0,5.0,3.32990200738714
14034,GCF_020783495.1,7,10.05,4.44,3.0,18.0,12.5488739277369
14035,GCF_022966105.1,7,6.86,4.1,0.0,15.0,9.38111877314614
14036,GCF_021397715.1,7,0.0,0.0,0.0,0.0,0.0
14037,GCF_020149765.1,7,6.76,4.86,0.0,15.0,8.69730934392867
14038,GCF_021559955.1,7,6.57,5.42,0.0,13.0,8.05943000186994
14039,GCF_022647325.1,7,0.95,1.02,0.0,2.0,1.19653917717051
14040,GCF_023611845.1,7,10.38,5.04,1.0,19.0,12.845586710552
14041,GCF_023845475.1,7,3.81,4.09,0.0,8.0,4.78615670868206
14042,GCF_023650435.1,7,1.33,0.73,0.0,3.0,1.69129401157414
14043,GCF_024707505.1,7,0.76,0.62,0.0,2.0,1.00838590687367
14044,GCF_024799805.1,7,0.95,1.02,0.0,2.0,1.19653917717051
14045,GCF_025490495.1,7,0.0,0.0,0.0,0.0,0.0
14046,GCF_025765875.1,7,2.29,3.2,0.0,8.0,3.28093054630727
14047,GCF_025765915.1,7,4.19,2.06,1.0,7.0,5.1058345350765
14048,GCF_025765855.1,7,2.86,3.2,0.0,9.0,3.96383865100774
14049,GCF_025919605.1,7,0.0,0.0,0.0,0.0,0.0
14050,GCF_026625085.1,7,6.0,3.63,0.0,13.0,7.88372337934097
14051,GCF_943184895.1,7,3.71,3.69,0.0,10.0,5.05686307399662
14052,GCF_025853815.1,7,0.0,0.0,0.0,0.0,0.0
14053,GCF_026104315.1,7,3.71,2.0,0.0,7.0,4.52644118455766
14054,GCF_026075575.1,7,0.0,0.0,0.0,0.0,0.0
14055,GCF_002163585.1,7,0.0,0.0,0.0,0.0,0.0
14056,GCF_002163605.1,7,0.0,0.0,0.0,0.0,0.0
14057,GCF_900478715.1,7,4.67,2.8,0.0,9.0,5.97875318741445
14058,GCF_000247565.1,2,0.0,,0.0,0.0,0.0
14059,GCF_001761405.1,9,2.0,1.1,0.0,4.0,2.76925153656677
14060,GCF_000146305.1,8,0.0,0.0,0.0,0.0,0.0
14061,GCF_000022885.2,8,1.11,0.96,0.0,3.0,1.50144045049405
14062,GCF_000020865.1,8,0.0,0.0,0.0,0.0,0.0
14063,GCF_000264765.2,7,1.05,0.86,0.0,3.0,1.41850222516208
14064,GCF_001011055.2,9,4.06,2.65,0.0,8.0,5.27777691202973
14065,GCF_001186215.2,9,2.22,1.24,0.0,5.0,3.00648620071604
14066,GCF_001729265.2,9,3.33,3.18,0.0,8.0,4.56286296262931
14067,GCF_003074715.2,8,1.18,0.94,0.0,3.0,1.69264562838812
14068,GCF_000348565.1,8,1.75,3.09,0.0,7.0,2.63739112879506
14069,GCF_000800725.1,8,3.04,1.4,1.0,6.0,4.0541055041185
14070,GCF_002076875.1,8,43.25,15.21,24.0,75.0,63.0822855078338
14071,GCF_002504285.1,9,4.06,2.62,0.0,7.0,5.10711572372179
14072,GCF_003058405.2,8,1.11,0.96,0.0,3.0,1.50144045049405
14073,GCF_003054425.1,8,1.11,0.96,0.0,3.0,1.50144045049405
14074,GCF_003074735.2,9,2.39,2.75,0.0,8.0,3.41646831995033
14075,GCF_003074755.2,9,3.11,2.93,0.0,9.0,4.53703074145689
14076,GCF_003074775.2,9,2.39,2.75,0.0,8.0,3.41646831995033
14077,GCF_003074855.2,9,3.33,3.18,0.0,8.0,4.56286296262931
14078,GCF_003354245.1,7,0.57,0.6,0.0,2.0,0.820232636576818
14079,GCF_003074875.2,9,3.5,2.51,0.0,7.0,4.5908153354324
14080,GCF_021733145.1,8,0.0,0.0,0.0,0.0,0.0
14081,GCF_022964935.1,8,1.89,1.13,0.0,4.0,2.39304381813235
14082,GCF_016070795.1,9,0.0,0.0,0.0,0.0,0.0
14083,GCF_003112395.2,9,1.61,0.99,0.0,3.0,2.28678278885903
14084,GCF_003074995.2,8,1.11,0.96,0.0,3.0,1.50144045049405
14085,GCF_003113495.2,9,4.28,2.5,0.0,8.0,5.47956654523977
14086,GCF_010061665.1,8,0.75,0.65,0.0,2.0,1.13031048376931
14087,GCF_003113095.2,9,2.39,2.75,0.0,8.0,3.41646831995033
14088,GCF_004153325.1,8,1.71,1.36,0.0,4.0,2.3542088665461
14089,GCF_025665375.1,8,0.25,0.44,0.0,1.0,0.376770161256437
14090,GCF_025665395.1,8,0.43,0.5,0.0,1.0,0.562335144618808
14091,GCF_021733105.1,8,0.0,0.0,0.0,0.0,0.0
14092,GCF_016026395.1,8,1.18,1.02,0.0,3.0,1.69264562838812
14093,GCF_021733125.1,9,0.0,0.0,0.0,0.0,0.0
14094,GCF_016070975.1,8,0.0,0.0,0.0,0.0,0.0
14095,GCF_000597785.2,8,4.11,2.33,0.0,8.0,6.52059500835807
14096,GCF_001636255.1,7,2.19,2.02,0.0,7.0,3.87920013489253
14097,GCF_002355555.1,8,5.39,2.78,0.0,10.0,7.96586653396446
14098,GCF_003253795.1,8,3.68,2.34,0.0,9.0,4.9571506012585
14099,GCF_011617105.1,8,0.0,0.0,0.0,0.0,0.0
14100,GCF_020450285.1,8,4.32,2.52,0.0,10.0,5.86467196473178
14101,GCF_001559255.2,8,5.89,3.62,1.0,11.0,7.56617941695677
14102,GCF_020150375.1,8,0.0,0.0,0.0,0.0,0.0
14103,GCF_902387815.1,8,3.68,2.34,0.0,9.0,4.9571506012585
14104,GCF_004328605.1,7,6.1,3.87,0.0,11.0,9.10742566221708
14105,GCF_001586165.1,8,6.36,2.64,0.0,11.0,9.87521420166274
14106,GCF_900343015.1,1,0.0,0.0,0.0,0.0,0.0
14107,GCF_004768525.1,7,29.43,23.51,0.0,77.0,44.0995924902716
14108,GCF_013460135.1,6,0.33,0.49,0.0,1.0,0.450561208866305
14109,GCF_020268605.1,7,8.57,3.41,1.0,13.0,11.2237695317079
14110,GCF_022591735.1,7,0.0,0.0,0.0,0.0,0.0
14111,GCF_022591895.1,7,0.0,0.0,0.0,0.0,0.0
14112,GCF_022592015.1,7,0.0,0.0,0.0,0.0,0.0
14113,GCF_022592275.1,7,0.0,0.0,0.0,0.0,0.0
14114,GCF_022592395.1,7,0.0,0.0,0.0,0.0,0.0
14115,GCF_010365245.1,7,4.57,2.34,1.0,9.0,6.16876373505192
14116,GCF_003034205.2,7,18.29,5.27,8.0,29.0,27.9506853644903
14117,GCF_003955965.1,7,0.29,0.46,0.0,1.0,0.410116318288409
14118,GCF_016618235.1,7,13.95,3.68,7.0,23.0,20.446456006739
14119,GCF_000286435.2,7,2.29,2.08,0.0,6.0,3.14360601443093
14120,GCF_000783955.2,7,6.38,3.38,1.0,13.0,8.35295530368906
14121,GCF_003573445.1,7,6.38,3.64,0.0,12.0,8.18367827145863
14122,GCF_001558895.2,7,3.24,2.55,0.0,8.0,4.34014519160144
14123,GCF_010748915.1,7,0.0,0.0,0.0,0.0,0.0
14124,GCF_002386305.1,7,4.0,2.28,0.0,7.0,5.05500579665599
14125,GCF_002891475.1,7,7.86,4.11,1.0,14.0,10.1098108579305
14126,GCF_002968775.1,7,4.29,2.22,0.0,7.0,5.4651221149444
14127,GCF_003071325.1,7,6.14,4.36,0.0,12.0,8.12780477470154
14128,GCF_006094455.1,7,0.57,0.51,0.0,1.0,0.682908104700472
14129,GCF_016727445.1,7,4.67,3.21,0.0,10.0,6.16690645771129
14130,GCF_015698325.1,6,6.73,8.99,0.0,19.0,9.12150602430084
14131,GCF_011465095.1,7,2.0,1.18,0.0,4.0,2.45884063238982
14132,GCF_013378135.1,7,0.0,0.0,0.0,0.0,0.0
14133,GCF_016939575.1,7,5.9,3.51,0.0,12.0,7.7546857151038
14134,GCF_016939515.1,7,3.9,2.93,0.0,8.0,5.12656805048355
14135,GCF_018802525.1,7,5.14,2.39,0.0,8.0,6.88362434010648
14136,GCF_019242955.1,7,16.0,2.81,9.0,22.0,22.7755747320652
14137,GCF_018802485.1,7,5.81,3.06,0.0,13.0,7.48189392869174
14138,GCF_016939635.1,7,3.9,2.93,0.0,8.0,5.12656805048355
14139,GCF_018141465.1,7,2.29,1.62,0.0,5.0,2.88783318874465
14140,GCF_018802445.1,7,3.33,1.77,1.0,7.0,4.69943277146935
14141,GCF_018802425.1,7,9.0,3.29,5.0,16.0,11.8885019874775
14142,GCF_018802465.1,8,8.29,9.05,0.0,26.0,12.6133401102931
14143,GCF_018802505.1,7,1.9,1.18,0.0,4.0,2.37420211627461
14144,GCF_018802405.1,7,3.81,2.36,0.0,7.0,4.90460500249199
14145,GCF_019243055.1,7,25.1,5.37,15.0,34.0,35.8436515642941
14146,GCF_019242835.1,7,38.05,15.51,19.0,67.0,56.4303914401485
14147,GCF_018802545.1,7,8.29,2.76,2.0,12.0,10.9408882286227
14148,GCF_018802565.1,7,5.14,2.99,0.0,11.0,6.87054807781882
14149,GCF_018802585.1,7,4.76,2.76,0.0,9.0,5.96381964778615
14150,GCF_019243165.1,7,15.95,3.35,10.0,22.0,22.737876884239
14151,GCF_019243235.1,7,18.48,4.3,10.0,28.0,27.7130881877349
14152,GCF_019243335.1,7,18.67,4.44,11.0,30.0,25.8697368400376
14153,GCF_019243435.1,7,17.76,3.28,10.0,25.0,24.8445054878884
14154,GCF_019243485.1,7,22.19,5.83,14.0,37.0,33.6283106252729
14155,GCF_902387845.1,7,3.81,2.42,0.0,7.0,4.90460500249199
14156,GCF_022369415.1,7,12.48,4.46,4.0,21.0,16.6438628840106
14157,GCF_019243695.1,7,19.76,3.25,12.0,28.0,27.555730729587
14158,GCF_019243605.1,7,14.86,3.61,7.0,21.0,20.2205502603093
14159,GCF_024917155.1,7,5.33,3.31,1.0,11.0,6.78405228436297
14160,GCF_900478755.1,7,3.81,2.42,0.0,7.0,4.90460500249199
14161,GCF_020790175.1,7,9.76,4.47,1.0,17.0,12.5318549670111
14162,GCF_019243775.1,7,21.95,5.39,10.0,30.0,32.936942137483
14163,GCF_020911745.1,7,5.52,2.38,2.0,10.0,6.9533293165934
14164,GCF_000196155.1,7,5.33,3.09,0.0,11.0,6.74629980823013
14165,GCF_001010285.1,7,1.62,1.07,0.0,4.0,2.23873486173889
14166,GCF_001620335.1,7,5.33,3.09,0.0,11.0,6.74629980823013
14167,GCF_003343225.1,7,3.9,2.12,0.0,8.0,4.85191898673085
14168,GCF_019090985.1,7,13.43,5.55,1.0,21.0,16.7229295681039
14169,GCF_000196475.1,7,0.57,0.93,0.0,2.0,0.820232636576818
14170,GCF_003343245.1,7,5.05,3.15,0.0,10.0,6.33618348994172
14171,GCF_002945235.1,7,1.71,1.06,0.0,3.0,2.20492508404418
14172,GCF_002310875.1,7,0.76,0.83,0.0,2.0,1.00838590687367
14173,GCF_001281565.1,7,0.0,0.0,0.0,0.0,0.0
14174,GCF_000783875.2,7,2.1,1.37,0.0,5.0,2.83700445032415
14175,GCF_000069965.1,7,1.52,0.98,0.0,3.0,1.87944728187099
14176,GCF_000444425.1,6,0.87,0.64,0.0,2.0,1.08707537716112
14177,GCF_000783595.2,7,2.86,1.28,0.0,5.0,3.70806582532147
14178,GCF_000783575.2,7,0.76,0.83,0.0,2.0,1.00838590687367
14179,GCF_002197405.1,7,1.52,0.98,0.0,3.0,2.01677181374733
